"STATE","FACILITY_NAME","ORISPL_CODE","UNITID","OP_DATE","SUM_OP_TIME","COUNT_OP_TIME","GLOAD (MWh)","SLOAD (1000 lbs)","SO2_MASS (tons)","SO2_RATE (lbs/mmBtu)","NOX_RATE (lbs/mmBtu)","NOX_MASS (tons)","CO2_MASS (tons)","CO2_RATE (tons/mmBtu)","HEAT_INPUT (mmBtu)","FAC_ID","UNIT_ID"
"NC","Butler-Warner Generation Plant","1016","GT-1","01-18-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","01-19-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","01-20-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","01-21-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","01-22-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","01-23-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","01-24-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","01-25-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","01-26-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","01-27-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","01-28-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","01-29-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","01-30-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","01-31-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-01-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-02-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-03-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-04-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-05-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-06-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-07-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-08-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-09-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-10-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-11-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-12-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-13-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-14-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-15-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-16-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-17-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-18-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-19-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-20-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-21-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-22-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-23-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-24-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-25-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-26-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-27-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","02-28-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-01-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-02-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-03-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-04-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-05-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-06-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-07-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-08-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-09-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-10-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-11-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-12-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-13-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-14-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-15-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-16-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-17-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-18-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-19-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-20-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-21-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-22-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-23-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-24-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-25-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-26-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-27-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-28-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-29-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-30-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-1","03-31-2017","0","0","","","","","","","","","","7405","9622"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-01-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-02-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-03-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-04-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-05-2017","4","4","68","","0",".001",".303",".153","","","1008.6","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-06-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-07-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-08-2017","10","10","218","",".808",".5",".333",".538","","","3233.3","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-09-2017","9","9","212","",".786",".5",".333",".524","","","3144.4","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-10-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-11-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-12-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-13-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-14-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-15-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-16-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-17-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-18-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-19-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-20-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-21-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-22-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-23-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-24-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-25-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-26-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-27-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-28-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-29-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-30-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","01-31-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-01-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-02-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-03-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-04-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-05-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-06-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-07-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-08-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-09-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-10-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-11-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-12-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-13-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-14-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-15-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-16-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-17-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-18-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-19-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-20-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-21-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-22-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-23-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-24-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-25-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-26-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-27-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","02-28-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-01-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-02-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-03-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-04-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-05-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-06-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-07-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-08-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-09-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-10-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-11-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-12-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-13-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-14-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-15-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-16-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-17-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-18-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-19-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-20-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-21-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-22-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-23-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-24-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-25-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-26-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-27-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-28-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-29-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-30-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-2","03-31-2017","0","0","","","","","","","","","","7405","9623"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-01-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-02-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-03-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-04-2017","1","1","15","","0","0",".303",".034","","","222.5","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-05-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-06-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-07-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-08-2017","7","7","147","",".545",".5003",".333",".363","","","2180.3","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-09-2017","9","9","223","",".827",".5",".333",".551","","","3307.5","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-10-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-11-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-12-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-13-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-14-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-15-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-16-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-17-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-18-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-19-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-20-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-21-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-22-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-23-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-24-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-25-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-26-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-27-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-28-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-29-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-30-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","01-31-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-01-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-02-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-03-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-04-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-05-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-06-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-07-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-08-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-09-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-10-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-11-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-12-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-13-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-14-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-15-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-16-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-17-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-18-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-19-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-20-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-21-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-22-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-23-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-24-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-25-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-26-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-27-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","02-28-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","03-01-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","03-02-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","03-03-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","03-04-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","03-05-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","03-06-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","03-07-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","03-08-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","03-09-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","03-10-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","03-11-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","03-12-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","03-13-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","03-14-2017","0","0","","","","","","","","","","7405","9624"
"NC","Butler-Warner Generation Plant","1016","GT-3","03-15-2017","0","0","","","","","","","","","","7405","9624"
